"code","name","income_pc_relative_2009","income_pc_relative_2010","income_pc_relative_2011","income_pc_relative_2012","income_pc_relative_2013","income_pc_relative_2014","income_pc_relative_2015","income_pc_relative_2016","income_pc_relative_2017","income_pc_relative_2018","income_pc_relative_2019"
"0223000","Powiat wroc³awski",110.81,110.8,109.89,118.03,115.19,112.64,124.61,130.77,137.34,138.02,138.93
"0224000","Powiat z¹bkowicki",51.64,52.93,55.43,58.31,59.86,59.08,58.16,57.98,58.24,59.81,60.24
"0225000","Powiat zgorzelecki",84.65,89.63,96.08,92.58,93.58,99.29,97.4,93.24,89.75,89.3,86.61
"0226000","Powiat z³otoryjski",53.16,54.9,56.44,58.77,60.32,60.83,61.27,59.25,59.95,61.76,61.3
"0261000","Powiat m.Jelenia Góra",112.74,114.18,118.56,113.92,117.65,111.65,109.57,109.32,111.62,108.24,106.58
"0262000","Powiat m.Legnica",125.65,123.93,125.77,132.63,127.01,121.06,123.5,121.13,119,117.97,114.42
"0264000","Powiat m.Wroc³aw",194.03,193.23,181.19,182.08,182.06,182.91,183.38,182.75,182.67,184.66,185.77
"0401000","Powiat aleksandrowski",44.23,46.25,51.15,50.69,51.64,53.03,54.05,53.86,56.36,53.34,53.86
"0402000","Powiat brodnicki",49.67,50.77,53.11,54.89,57.49,59.78,58.46,61.28,61.4,59.7,60.73
"0403000","Powiat bydgoski",87.51,91.4,90.06,90.6,96.94,95.22,97.9,99.76,103.41,100.65,102.68
"0404000","Powiat che³miñski",45.21,46.87,49.5,52.85,53.51,50.99,52.24,52.66,53.98,55.74,56.57
"0405000","Powiat golubsko-dobrzyñski",50.66,42.55,46.93,47.68,49.14,51.72,52.98,53.37,52.63,54.18,55.39
"0406000","Powiat grudzi¹dzki",36.52,37.25,40.14,44.31,47.48,46.72,48.41,51.01,49.95,48.25,50.52
"0407000","Powiat inowroc³awski",63.49,64.65,71.63,72.43,70.85,68.82,66.81,66.46,67.15,66.05,66.19
"0408000","Powiat lipnowski",34.2,36.41,38.66,39.88,44.34,45.56,44.81,41.6,41.32,40.81,41.75
"0409000","Powiat mogileñski",51.7,51.05,52.74,54.83,58.91,58,54.4,56.43,57.96,58.85,59.44
"0410000","Powiat nakielski",46.4,46.77,50.13,51.26,52.94,54.54,54.12,56.33,58.11,55.48,56.89
"0411000","Powiat radziejowski",36.85,35.2,39.53,42.46,47.76,44.8,44.65,44.61,45.51,43.83,43.64
"0412000","Powiat rypiñski",43.86,44.06,45.6,46.1,46.42,50.42,48.71,50.5,49.73,51.19,50.09
"0413000","Powiat sêpoleñski",33.75,34.61,37.86,39.25,41.38,40.95,43.54,43.26,44.9,44.66,44.97
"0414000","Powiat œwiecki",57.15,58.18,61.94,59.67,60.79,65.06,68,72.27,66.04,64.58,77.68
"0415000","Powiat toruñski",54.51,56.25,61.96,64.43,67.49,63.98,65.28,67.67,69.56,68.48,70.84
"0416000","Powiat tucholski",39.12,40.24,43.08,44.08,45.81,47.84,46.32,47.26,47.34,52.29,53.26
"0417000","Powiat w¹brzeski",51.81,56.24,56.72,55.21,55.88,57.61,54.07,52.09,52.57,51.85,52.6
"0418000","Powiat w³oc³awski",40.05,40.17,41.7,42.06,44.74,45.62,46.2,48.77,49.22,48.93,49.43
"0419000","Powiat ¿niñski",46.7,45.64,50.4,52.29,53.05,52.44,54.78,52.46,52.16,53.36,54.93
"0461000","Powiat m.Bydgoszcz",136.84,133.77,131.8,133.36,128.67,128.18,128.83,127.93,125.66,121.26,120.71
"0462000","Powiat m.Grudzi¹dz",89.88,88.56,91.17,94.52,94.87,93.41,91.25,91.86,92.73,90.86,88.85
"0463000","Powiat m.Toruñ",143.15,135.32,134.28,135.83,138.5,134.77,133.02,131.14,129.88,127.22,124.57
"0464000","Powiat m.W³oc³awek",118.98,114.11,115.95,118.34,115.77,113.28,109.11,109.54,104.89,99.47,101.78
"0601000","Powiat bialski",32.11,32.97,36.32,39.33,40.66,41.36,41.15,40.52,40.32,40.76,41.79
"0602000","Powiat bi³gorajski",36.71,37.33,40,38.63,38.23,38.07,38.47,39.54,39.69,40.43,40.17
"0603000","Powiat che³mski",25.67,26.83,30.42,30.82,32.07,33.97,33.74,34.54,34.06,34.31,35.19
"0604000","Powiat hrubieszowski",31.29,30.58,37.49,40.68,39.29,39.1,38.08,38.48,38.12,37.25,35.95
"0605000","Powiat janowski",31.73,33.22,35.07,35.39,36.1,36.97,40.77,40.36,40.91,40.72,40.7
"0606000","Powiat krasnostawski",37.2,38.27,43.82,46.41,47.84,46.46,43.92,44.48,44.23,45.35,44.56
"0607000","Powiat kraœnicki",34.34,36.16,37.51,39.66,40.15,41.1,42.06,42.64,41.99,44.46,44.75
"0608000","Powiat lubartowski",39.03,40.34,43.12,45.69,46.39,46.97,46.42,46.16,46.45,46.45,46.4
"0609000","Powiat lubelski",43.27,46.75,50.42,53.44,54.45,56.41,57.46,59.47,59.82,60.69,61.5
"0610000","Powiat ³êczyñski",59.24,64.58,63.01,71.75,70.56,77.09,71.61,68.82,63.55,61.96,65.84
"0611000","Powiat ³ukowski",41.91,43.06,45.05,48.58,51.27,48.97,49.43,48.69,48.39,49.85,50.55
"0612000","Powiat opolski",30.45,32.64,33.73,34.94,36,36.35,37.45,38.24,37.57,38.28,37.13
"0613000","Powiat parczewski",36.13,38.42,41.49,44.38,46.21,44.02,44.62,43.4,45.47,45.03,46.87
"0614000","Powiat pu³awski",63.26,63.65,73.26,72.29,72.47,71.13,72.67,71.44,72.27,71.02,69.72
"0615000","Powiat radzyñski",37.16,38.38,40.32,41.11,43.54,43,43.04,43.29,42.69,43.66,44.28
"0616000","Powiat rycki",51.51,53.71,58.66,61.01,61.39,63.21,62.76,62.31,61.3,60.71,61.59
"0617000","Powiat œwidnicki",57.99,59.35,63.89,74.94,67.8,70.96,68.04,71.52,66.88,66.75,66.18
"0618000","Powiat tomaszowski",34.18,32.04,36.66,37.97,38.99,39.85,39.69,39.32,38.84,38.97,39.18
"0619000","Powiat w³odawski",33.64,37.09,39.77,42.17,44.45,45.02,43.58,44.27,43.73,43.38,43.72
"0620000","Powiat zamojski",27.74,29.78,32.02,33.91,35.01,36.64,37,37.27,38.13,37.93,38.43
"0661000","Powiat m.Bia³a Podlaska",89.17,89.61,96.61,98.18,99.49,99.63,101.41,95.59,94.17,93.25,90.55
"0662000","Powiat m.Che³m",86.26,90.11,93.54,94.03,95.47,96.6,95.32,91.73,89.18,87.06,84.49
"0663000","Powiat m.Lublin",138.89,138.2,139.62,140.13,137.2,136.57,137.2,134.7,130.94,128.77,128.38
"0664000","Powiat m.Zamoœæ",92.27,93.43,98.45,100.21,104.07,102.01,100.14,96.85,94.19,94.08,93.41
"0801000","Powiat gorzowski",65.76,65.29,68.15,69.32,69.62,72.33,75.26,76.41,82.15,81.55,81.68
"0802000","Powiat kroœnieñski",50.7,51.45,56.7,58.45,61.01,60.79,61.69,60.01,61.81,61.29,58.95
"0803000","Powiat miêdzyrzecki",52.95,53.52,59.97,62.33,62.21,60.46,61.49,60.66,61.91,61.65,62.49
"0804000","Powiat nowosolski",49.25,51.74,53.77,54.18,55.62,56.02,56.35,56.24,56.73,58.01,59.04
"0805000","Powiat s³ubicki",50.33,49.65,56.98,58.84,63.04,62.32,62.26,64.76,67.26,69.16,69.56
"0806000","Powiat strzelecko-drezdenecki",47.28,44.32,46.46,49.09,52.3,52.21,52.73,54.07,55.05,55.64,55.46
"0807000","Powiat sulêciñski",44.34,47.08,51.67,54.52,57.45,57.14,55.76,62.39,62.48,59.64,60.4
"0808000","Powiat œwiebodziñski",58.51,60.35,63.17,65.66,68.76,68.16,68.47,69.12,68.16,73.08,71.21
"0809000","Powiat zielonogórski",67.02,68.89,70.1,74.37,73.25,75.28,64.88,67.27,66.42,66.89,69.45
"0810000","Powiat ¿agañski",53,51.53,55.22,56.2,58.22,58.15,59.16,59.61,58.55,59.59,58.48
"0811000","Powiat ¿arski",63.62,61.26,64.89,64.19,66.76,67.11,67.48,67.94,68.74,69.07,65.25
"0812000","Powiat wschowski",49.5,50.7,50.98,51.98,53.62,55.77,59.4,65.26,64.57,64.52,64.9
"0861000","Powiat m.Gorzów Wielkopolski",112.05,114.28,109.31,111.45,111.56,109.06,108.6,108.82,108.18,107.5,104.57
"0862000","Powiat m.Zielona Góra",151.97,152.68,151.91,153.72,148.24,144.22,153.76,155.09,155.86,156.27,154.48
"1001000","Powiat be³chatowski",108.48,128.98,117.98,114.66,114.45,119.28,119,114.09,115.35,109.63,102.52
"1002000","Powiat kutnowski",61.88,66.4,65.75,67.45,71.66,70.24,68.64,70.25,69.62,68.77,68.7
"1003000","Powiat ³aski",54.07,58.52,62.1,64.29,63.99,65.61,65.79,66.82,64.45,65.46,67.21
"1004000","Powiat ³êczycki",34.41,36.62,42.36,44.26,46.04,46.76,47.36,46.85,48.14,50.36,51.2
"1005000","Powiat ³owicki",52.65,58.05,58.29,60.58,62.38,64.4,62.23,63.36,63.29,63.82,65.32
"1006000","Powiat ³ódzki wschodni",85.43,88.47,92.33,90.94,90.86,92.1,94.25,96.68,99.39,102.49,101.83
"1007000","Powiat opoczyñski",44.2,45.9,47.27,47.78,50.83,51.78,51.22,52.23,51.93,53.34,53.08
"1008000","Powiat pabianicki",80.07,80.81,84.52,84.44,84.6,89,88.73,86.98,86.64,87.09,86.69
"1009000","Powiat pajêczañski",52.96,50.83,55.43,56.59,59.96,60.2,65.54,63.71,64.82,66.1,62.82
"1010000","Powiat piotrkowski",40.75,43.73,45.44,47.16,49.37,50.38,51.7,53.1,56.24,57.06,58.32
"1011000","Powiat poddêbicki",33.85,36.57,40.36,42.25,43.48,44.39,45.08,46.92,49.46,51.54,52.51
"1012000","Powiat radomszczañski",53.38,54.65,55.76,56.75,56.46,59.69,61.16,61.29,64,63.55,66.33
"1013000","Powiat rawski",58.15,58.15,60.2,66.52,69.88,71.13,70.02,69.01,63.92,71.25,73.31
"1014000","Powiat sieradzki",51.76,51.08,51.66,53.21,53.81,55.35,56.04,57.29,57.53,59.49,60.23
"1015000","Powiat skierniewicki",39.59,43.48,46.71,48.96,51.82,50.41,53.41,53.52,53.38,54.67,56.09
"1016000","Powiat tomaszowski",60.58,62.13,63.01,63.24,67.29,67.45,65.35,69.66,70.39,69.24,69.23
"1017000","Powiat wieluñski",53.51,52.66,52.16,54.21,56.24,55.67,56.92,56.86,57.88,56.43,57.69
"1018000","Powiat wieruszowski",46,46.25,48.65,51.06,54.28,59.27,59.87,58.05,61.41,62.78,64.23
"1019000","Powiat zduñskowolski",61.25,62.66,64.78,66.89,68.34,67.33,68.99,68.15,69.91,70,68.14
"1020000","Powiat zgierski",70.63,72.37,73.86,75.79,77.7,77.49,79.01,78.57,78.95,80.13,83.18
"1021000","Powiat brzeziñski",52.84,52.29,55.15,56.8,58.78,57.81,58.2,59.97,63.8,62.97,65.04
"1061000","Powiat m.£ódŸ",150.53,150.11,149.68,150.07,147.35,145.6,145.3,144.67,140.97,140.68,140.4
"1062000","Powiat m.Piotrków Trybunalski",117.19,115.94,119.38,119.98,117.12,118.77,119.53,116.01,113.32,113.47,113.29
"1063000","Powiat m.Skierniewice",133.14,146.03,139.85,138.96,142.51,138.43,135.56,134.87,134.42,134.13,134.59
"1201000","Powiat bocheñski",60.24,59.72,61.78,61.51,61.5,62.19,61.76,64.65,66.87,67.3,67.03
"1202000","Powiat brzeski",47.89,49.94,50.95,54.97,54.39,53.09,55.59,56.13,54.61,55.13,56.86
"1203000","Powiat chrzanowski",81.43,83.7,88.05,87.56,91.09,91.32,93.17,92.1,88.05,91.07,87.06
"1204000","Powiat d¹browski",26.83,29.1,31.45,33.41,32.67,36.35,37.64,36.98,38.49,35.59,36.53
"1205000","Powiat gorlicki",41.68,41.25,44.42,45.83,46.95,46.18,45.85,45.78,44.93,44.82,45.72
"1206000","Powiat krakowski",83.82,84.43,88.11,89.33,89.11,90.53,93.15,95.75,98.6,100.86,103.58
"1207000","Powiat limanowski",42.45,45.22,46.78,49.84,48.97,46.8,45.91,45.58,46.1,46.54,47.79
"1208000","Powiat miechowski",38.65,41.28,42.06,42.79,44.13,44.73,44.99,45.07,46.37,46.12,47.64
"1209000","Powiat myœlenicki",55.76,58.47,58.96,59.85,66.59,58.37,59.32,59.97,60.86,63.67,65.06
"1210000","Powiat nowos¹decki",41.8,44,44.37,44.66,45.36,43.01,44.9,46.14,47.93,48.92,49.86
"1211000","Powiat nowotarski",38.8,41.16,42.01,41.92,40.9,40.14,40.88,42.31,41.79,43.49,43.89
"1212000","Powiat olkuski",77.94,81.94,81.3,84.54,86.96,86.61,87.43,89.29,88.97,89.73,88.93
"1213000","Powiat oœwiêcimski",79.31,84.74,87.5,86.83,85.91,87.82,88.67,88.91,91.47,88.86,86.06
"1214000","Powiat proszowicki",34.12,36.29,41.05,39.35,43.04,43.55,40.94,42.59,42.74,44.19,43.47
"1215000","Powiat suski",46.2,47.66,50.63,52.65,52.97,53.08,53.76,54.82,54.13,56.97,55.38
"1216000","Powiat tarnowski",37.65,37.46,41.02,43.49,46.35,45.27,45.11,45.88,46.49,47.66,47.88
"1217000","Powiat tatrzañski",58.48,65.86,65.89,59.74,56.19,56.55,57.1,60.62,57.15,60.36,61.07
"1218000","Powiat wadowicki",60.46,61.81,63.52,65.45,66.26,66.94,68.08,67.53,68.29,70.32,70.93
"1219000","Powiat wielicki",74.5,76.93,79.35,79.81,82.47,83.58,87.16,88.35,90.79,91.88,94.81
"1261000","Powiat m.Kraków",188.13,184.97,182.25,174.57,174.93,176.53,173.22,177.21,180.51,187.01,186.86
"1262000","Powiat m.Nowy S¹cz",123.64,119.8,116.05,123.11,119.09,114.37,112.12,112.66,111.76,114.25,124.82
"1263000","Powiat m.Tarnów",105.35,107.08,112.7,115.78,114.55,110.74,109.31,109.18,106.82,105.05,104.33
"1401000","Powiat bia³obrzeski",42.52,40.8,41.79,43.45,45.2,48.39,50.51,47.72,46.54,49.6,48.44
"1402000","Powiat ciechanowski",67.61,70.31,70.35,76.66,78.33,72.96,70.46,73.47,70.86,69.18,69.79
"1403000","Powiat garwoliñski",55.04,58.31,62.72,64.04,65.13,65.07,63.32,62.6,63.28,64.15,64.75
"1404000","Powiat gostyniñski",46.09,50.3,51.63,52.31,53.94,50.44,50.52,51.61,50.95,52.74,53.89
"1405000","Powiat grodziski",163.8,153.2,146.03,148.59,149.64,147.45,144.76,148.72,144.34,144.9,136.75
"1406000","Powiat grójecki",67.25,64.2,68.86,69.47,76.26,74.81,71.84,68.58,68.71,71.41,70.91
"1407000","Powiat kozienicki",63.55,108.99,110.11,79.66,83.39,72.05,75.1,75.36,76.54,70.05,72.92
"1408000","Powiat legionowski",137.35,140.12,132.89,134.07,133.65,134.98,133.09,131.29,131.05,129.58,133.11
"1409000","Powiat lipski",37.57,38.02,38.72,42.82,42.21,44.73,41.16,41.52,42.52,42.15,41.16
"1410000","Powiat ³osicki",34.92,36.55,38.08,40.42,43.94,45.23,44.97,45.42,43.43,44.72,46.81
"1411000","Powiat makowski",39.89,38.83,43.54,43.34,43.55,44.45,43.46,43.18,45.1,47.79,47.71
"1412000","Powiat miñski",89.47,93.64,93.03,91.95,90.93,92.57,91.28,91.59,89.67,89.93,93.29
"1413000","Powiat m³awski",51.43,51.26,56.2,58.44,56.94,59.06,59.51,59.63,62.32,64.08,72.48
"1414000","Powiat nowodworski",89.55,97.85,93.95,95.61,96.67,100.46,95.91,93.55,94.46,95.39,92.56
"1415000","Powiat ostro³êcki",43.28,41.73,44.93,44.67,45.63,49.04,50.36,51.08,49.87,52.82,52.38
"1416000","Powiat ostrowski",52.74,54.72,55.04,57.63,57.78,56.9,57.32,57.23,57,57.2,58.35
"1417000","Powiat otwocki",115.15,121.01,117.65,120.85,123.22,124.42,121.82,122.2,125.81,125.41,123.22
"1418000","Powiat piaseczyñski",244.65,228.36,220.02,208.31,203.78,207.83,201.45,197.93,193.1,191.58,188.57
"1419000","Powiat p³ocki",50.14,53.49,53.54,54.69,57.77,59.13,63.27,62.86,61.23,62.6,61.62
"1420000","Powiat p³oñski",49.26,52.5,54.66,56.14,57.56,56.47,57.07,57.59,56.94,58.13,59.37
"1421000","Powiat pruszkowski",193.63,197.65,187.76,178.92,172.89,169.66,168.6,171.51,165.6,164.79,163
"1422000","Powiat przasnyski",43.17,43.7,46.25,48.5,48.64,50.45,49.39,48.19,49.07,48.91,49.32
"1423000","Powiat przysuski",30.4,32.18,34.44,36.95,38.08,39.41,39.58,39.16,39.79,40.63,41.13
"1424000","Powiat pu³tuski",54.32,57.35,61.58,61.96,64.61,61.61,58.58,59.25,59.77,60.51,60.44
"1425000","Powiat radomski",41.45,43.7,43.12,43.77,45.93,47.4,47.37,48.5,49.79,50.81,53.66
"1426000","Powiat siedlecki",37.3,38.89,40.01,42.71,46.61,48.6,49.3,49.26,51.02,53,55.2
"1427000","Powiat sierpecki",43.94,46.81,48.79,49.2,48.87,50.17,52.38,50.79,49.7,50.47,50.99
"1428000","Powiat sochaczewski",75.37,81.74,81.01,76.66,79.06,80.44,79.93,81.97,81.29,81.93,83.9
"1429000","Powiat soko³owski",52.49,53.49,57.77,65.37,69.66,70.36,66.81,63.79,63.7,63.69,66.1
"1430000","Powiat szyd³owiecki",36.18,36.93,39.17,42.4,41.48,41.48,41.04,41.19,41.88,43.13,42.47
"1432000","Powiat warszawski zachodni",191.86,193.83,182.11,182.09,183.48,183.01,181.91,180.07,179.52,180.69,179.09
"1433000","Powiat wêgrowski",51.63,55.35,54.81,57.56,57.64,60.33,60.69,60.84,61.86,61.56,60.08
"1434000","Powiat wo³omiñski",107.13,112.08,108.98,109.32,109.69,104.88,104.47,106.05,106.08,106.55,108.57
"1435000","Powiat wyszkowski",57.56,60.32,59.91,62.94,66.28,65.05,63.12,63.35,65.08,66.84,67.25
"1436000","Powiat zwoleñski",32.4,34.63,36.9,38.15,38.48,40.3,40.8,42.15,43.57,44.96,44.62
"1437000","Powiat ¿uromiñski",32.1,34.11,38.04,38.82,39.11,43.29,42.14,42.34,43.38,44.47,48.17
"1438000","Powiat ¿yrardowski",77.39,83.15,82.67,81.87,83.62,84.84,84.9,83.38,85.52,85.87,87.56
"1461000","Powiat m.Ostro³êka",125.13,124.04,129.32,125.53,127.58,125.73,134.97,124.8,115.7,120.97,112.77
"1462000","Powiat m.P³ock",156.31,208.79,173.98,229.45,153.58,155.99,158.4,158.74,209.25,163.1,182.23
"1463000","Powiat m.Radom",104.37,108.41,107.66,107.75,110.51,110.76,109.51,107.48,106.23,105.82,105.48
"1464000","Powiat m.Siedlce",130.52,136.56,136.2,141.04,142.71,137.85,133.65,130.31,129.12,126.4,126.08
"1465000","Powiat m. st. Warszawa",362.69,350.85,329.08,317.79,309.91,309.76,306.69,305.92,305.2,308.29,303.25
"1601000","Powiat brzeski",61.06,63.88,64.99,67,68.91,68.59,66.67,67.63,69.22,67.79,68.53
"1602000","Powiat g³ubczycki",47.9,49.77,53.72,54.68,53.63,55.15,54,53.26,53.43,53.33,54.15
"1603000","Powiat kêdzierzyñsko-kozielski",77.36,74.37,83.87,78.3,82.37,77.27,78.33,80.53,78.13,76.88,73.43
"1604000","Powiat kluczborski",48.22,52.48,54.84,56,56.1,57.98,58.54,56.88,56.76,56.93,56.96
"1605000","Powiat krapkowicki",96.65,84.04,70.3,70.61,70.54,71.7,69.4,71.52,69.02,70.62,68.84
"1606000","Powiat namys³owski",53.73,55.47,60.7,59.28,61.13,67.73,62.15,62.25,61.88,63.69,63.63
"1607000","Powiat nyski",52.3,54.86,57.08,56.38,57.85,58.83,58.68,57.4,57.97,57.68,57.83
"1608000","Powiat oleski",45.11,46.45,50.3,50.75,51.58,51.69,53.01,53.52,55.89,55.15,54.72
"1609000","Powiat opolski",58.6,63.89,63.65,68.53,69.63,66.69,69.56,68.64,68.48,68.67,70.02
"1610000","Powiat prudnicki",42.65,43.63,49.06,49.48,50.54,51.39,52.04,52.64,51.59,52.36,51.01
"1611000","Powiat strzelecki",51.08,54.18,57.2,58.3,61.28,63.25,63.26,63.46,64.56,62.28,62.45
"1661000","Powiat m.Opole",168.28,174.37,167.07,164.34,165.52,163.98,159.35,160.53,153.68,150.95,147.71
"1801000","Powiat bieszczadzki",41.59,39.85,44.41,46.29,49.53,49.55,48.86,48.17,47.57,48.58,47.85
"1802000","Powiat brzozowski",32.89,34.41,38.41,40.26,39.98,41.85,42.23,42.21,43.59,42.77,42.2
"1803000","Powiat dêbicki",53.42,55.11,56.56,59.61,60.82,59.68,60.4,62.84,63.74,61.79,62.96
"1804000","Powiat jaros³awski",40.1,39.84,44.1,46.6,48.22,49.35,49.32,47.33,47.04,47.59,48.75
"1805000","Powiat jasielski",46.93,46.59,52.1,51.79,51.42,52.01,51.44,51.05,49.92,49.77,50.48
"1806000","Powiat kolbuszowski",29.68,29.05,31.75,35.06,35.22,37.6,37.59,38.78,39.99,40.32,41.74
"1807000","Powiat kroœnieñski",40.2,40.6,44.17,45.08,45.34,46.88,47.53,48.46,47.77,47.5,48.11
"1808000","Powiat le¿ajski",43.48,36.83,42.04,43.76,43.99,47.26,44.83,44.37,42.84,44.24,44.59
"1809000","Powiat lubaczowski",26.78,27.51,30.72,33.12,33.44,34.68,35.86,35.59,35.22,36.03,35.74
"1810000","Powiat ³añcucki",43.48,46.36,49.83,50.49,52.63,54.17,54.22,55.47,56,57.03,57.78
"1811000","Powiat mielecki",55.14,54.99,58.03,59.03,62.67,64.53,67.13,69.22,69.99,70.34,69.96
"1812000","Powiat ni¿añski",34.84,34.76,38.12,39.77,41.04,40.57,42.4,43.32,43.45,44.68,44.63
"1813000","Powiat przemyski",31.34,31.5,34.96,35.64,36.87,39.13,39.01,39.83,40.02,40.51,41.58
"1814000","Powiat przeworski",36.15,37.38,38.33,41.32,42.15,42.33,44.89,45.28,46.11,44.67,45.44
"1815000","Powiat ropczycko-sêdziszowski",34.48,36.78,43.79,46.02,46.21,50.14,46,48.87,48.74,50.68,48.86
"1816000","Powiat rzeszowski",45.05,47.82,50.92,51.28,53.62,55.18,54.25,54.77,56.79,57.7,60
"1817000","Powiat sanocki",49.1,47.55,54.81,54.77,56.6,58.01,59.03,56.75,57.07,56.22,53.48
"1818000","Powiat stalowowolski",62.9,62.29,60.66,61.8,64.64,66.61,65.66,67.98,66.14,64.79,64.87
"1819000","Powiat strzy¿owski",32.3,32.87,37.44,39.14,40.67,42.12,42.58,43.52,44.53,44.84,48.01
"1820000","Powiat tarnobrzeski",38.68,39.82,44.95,44.56,48.61,50.12,49.92,50.14,52.6,52.85,52.52
"1821000","Powiat leski",36.41,37.51,41.7,42.81,42.74,43.11,44.02,42.69,44.08,45.09,43.88
"1861000","Powiat m.Krosno",116.73,120.52,124.3,109.52,109.34,113.08,116.31,118.06,113.5,112.75,106.39
"1862000","Powiat m.Przemyœl",82.49,82.71,87.38,89.97,91.74,92.86,90.15,86.99,85.77,85.03,81.96
"1863000","Powiat m.Rzeszów",144.18,134.34,139.72,142.32,144.53,139.56,137.41,135.53,135.26,132.4,131.55
"1864000","Powiat m.Tarnobrzeg",86.74,94.72,98.63,101.21,98.62,98.64,95.81,95.11,92.54,89.69,88.34
"2001000","Powiat augustowski",51.07,45.47,45.89,47.51,49.95,48.48,49.42,50.09,52.27,56.07,55.5
"2002000","Powiat bia³ostocki",56.7,56.62,58.21,61.9,62.23,63.8,64.51,67.12,66.32,67.59,68.02
"2003000","Powiat bielski",49.36,48.64,51.25,52.85,56.27,57.5,60.74,61.83,61.26,60.68,60.51
"2004000","Powiat grajewski",41.33,39.48,42.65,42.05,53.91,43.92,46.28,48.74,49.1,46.04,46.26
"2005000","Powiat hajnowski",50.11,52.49,55.56,56.73,58.31,60.17,59.69,59.83,61.15,60.23,59.28
"2006000","Powiat kolneñski",27.38,27.75,28.61,30.62,31.72,34.36,35.37,35.09,34.47,35.54,34.92
"2007000","Powiat ³om¿yñski",28.48,29.98,31.01,33.04,34.63,35.05,35.38,36.2,36.69,36.61,39.69
"2008000","Powiat moniecki",26.92,27.62,29.24,31.28,32.36,31.9,32.2,32.57,33.63,33.62,34.04
"2009000","Powiat sejneñski",35.62,35.16,38.78,40.73,42.31,44.11,45.53,45.9,42.4,43.91,44.58
"2010000","Powiat siemiatycki",35.17,36.5,38.29,39.83,42.19,41.21,41.7,41.64,41.93,41.67,42.44
"2011000","Powiat sokólski",35.97,35.35,36.48,39.97,39.88,39.97,41.31,41.77,43.64,41.15,42.94
"2012000","Powiat suwalski",29.56,31.97,32.59,37.35,39.06,38.6,41.48,41.27,41.98,41.08,45.05
"2013000","Powiat wysokomazowiecki",43.21,44.58,47.12,50.67,51.95,50.93,52.24,50.39,52.94,52.18,55.2
"2014000","Powiat zambrowski",63.85,53.89,53.88,54.38,62.5,51.69,53.45,54.35,58.59,54.87,57.33
"2061000","Powiat m.Bia³ystok",127.12,124.04,123,126.45,121.81,123.21,120.57,119.07,118.05,117.58,116.72
