"code","nuts","rel_edu2002","rel_edu2003","rel_edu2004","rel_edu2005","rel_edu2006","rel_edu2007","rel_edu2008","rel_edu2009","rel_edu2010","rel_edu2011","rel_edu2012","rel_edu2013","rel_edu2014","rel_edu2015"
1101963000,4,102.21,97.54,104.19,108.1,105.09,107.99,107.09,106.96,109.25,107.26,107.11,107.95,108.36,109.5
1142502000,4,112.08,116.96,114.89,105.93,98.59,100.3,97.33,98.15,97.81,94.64,94.82,97.88,95.62,94.69
1142513000,4,108.1,107.15,102.16,103.27,98.31,94.63,96.94,95.64,93.32,96.15,95.77,94.31,92.75,92.8
1142520000,4,118.01,132.47,103.2,102.06,96.32,98.62,97.14,95.56,91.89,94.63,95.51,94.55,94.15,93.54
1142524000,4,122.56,116.47,114.84,108.8,98.18,98.54,103.48,98.69,93.32,94.7,98.62,94.36,95.04,99.64
1142537000,4,113.55,115.82,100.3,96.79,96.89,98.44,98.03,95.03,97.94,102.73,98.88,99.07,93.95,93.04
1142611000,4,97.66,98.86,92.91,94.6,93.29,93.08,92.96,91.8,91.56,91.94,93.82,93.04,88.47,90.66
1142615000,4,100.68,98.87,99.27,101.02,96.64,93.78,98.58,94.87,94.84,97.14,96.42,97.8,95.22,92.04
1142616000,4,112.46,124.01,111.67,106.43,100.29,98.04,98.96,101.98,97.22,91.08,94.41,95.84,94.05,94.41
1142622000,4,117.7,119.95,111.31,102.47,96.59,97.39,92.11,96.98,93.69,93.31,92.92,94.15,92.54,94.7
1142635000,4,95.11,98.93,98.15,96.19,92.72,89.94,93.05,92.34,90.69,92.85,91.46,93.85,92.53,95.01
1142661000,4,108.17,115.04,120.85,110.44,104.04,109.07,106.25,109.99,101.8,100.87,101.95,100.32,105.38,102.35
1142701000,4,106.85,104.97,94.66,92.25,92.61,93.23,94.68,97.98,94.67,93.5,95.58,101.16,97.11,95.07
1142707000,4,111.16,109.51,106.99,105.38,100.32,96.87,100.13,101.51,99.33,96.67,100.38,98.14,96.58,99.47
1142709000,4,125.21,104.98,104.52,103.68,95.31,100.86,101.29,96.55,101.4,97.94,101.8,94.54,97,93.92
1142723000,4,101.19,115.29,96.53,94.83,96.05,96.31,91.42,92.11,92.86,93.09,94.62,93.45,90.81,90.46
1142725000,4,109.5,107.87,105.67,97.34,91.38,95.29,94.66,93.11,93.15,96.58,97.71,98.3,95.47,94.16
1142730000,4,101.73,108,89.37,90.46,91.04,91.96,89.88,94.04,88.25,94.23,94.42,94.31,93.23,91.09
1142736000,4,108.5,106.79,99.77,107.19,95.25,95.68,97.49,103.16,96.38,95.14,92.71,96.85,99.05,92.84
1142763000,4,106.51,112.48,109.76,104.55,108.47,105.51,106.55,107.16,102.27,102.89,101.76,101.13,100.98,99.72
1142865000,4,108.89,115.3,120.83,119.16,121.11,120.28,119.97,120.15,118.9,117.69,119.24,117.98,120.86,121.21
1142903000,4,107.67,111.61,99.29,103.13,100.1,101.57,99.7,99.21,100.67,97.62,99.07,99.34,98.22,99.64
1142908000,4,105.55,105.62,103.15,107.51,105.15,106.11,109.64,109.04,108.98,106.82,109.08,106.44,108.93,109.32
1142912000,4,102.87,103.72,105.43,106.21,103.07,108.42,106.17,106.85,106.27,106.56,106.12,104.19,107.01,105.07
1142914000,4,101.05,101.1,104.25,99.62,95.77,97.71,98.9,97.83,98.08,94.32,98.93,99.3,97.48,94.39
1142917000,4,105.36,111.43,109.03,107.98,111.41,111.42,108.49,112.84,110.02,107.77,112.61,109.69,108.38,111.93
1142934000,4,98.86,101.82,98.33,98.81,98.42,98.87,99.71,98.82,99.43,98.34,100.23,100.35,97.77,99.34
1143005000,4,107.05,107.11,105.09,105,105.16,106.23,110.16,110.68,107.99,107.35,111.31,111.31,113.48,111.79
1143006000,4,98.54,100.52,104.53,103.28,102.62,100.86,104.86,98.02,101.96,100.29,98.82,99.75,96.92,96.1
1143018000,4,104.4,107.7,107.08,108.94,103.81,109.27,108.89,109.52,113.29,109.95,112.6,112.02,113.91,114.09
1143021000,4,106.11,109.93,109.65,112.39,114,113.15,112.35,111.49,112.12,109.72,109.33,110.44,113.38,114.69
1143028000,4,100.42,100.22,100.02,100.69,100.4,99.97,100.82,99.57,99.44,94.84,99.89,97.72,94.55,96.84
1143032000,4,96.62,103.24,100.96,106.51,108.5,105.72,107.7,110.9,106.75,104.04,109.88,107.64,109.52,108.95
1143038000,4,92.7,88.31,94,91.9,95.61,93.09,94.5,98.43,93.2,97.17,95.01,97.55,94.52,94.27
1147004000,4,97.23,97.3,95.28,96.07,95.98,96.19,96.66,98.85,94.98,97.03,97.53,92.51,94.55,94.13
1147019000,4,99.25,94.44,91.43,96.85,90.07,91.66,92.41,96.06,95.54,96.58,93.81,94.48,91.68,91.09
1147027000,4,106.33,109.09,96.37,96.78,92.9,93.4,96.91,98.3,96.48,94.91,93.95,93.91,94.19,93.56
1147062000,4,102.76,108.39,105.09,101.39,102.12,98.63,102.08,102.73,102.3,101.7,102.42,101.57,101.9,103.17
1147110000,4,100.67,104.2,98.52,99.21,93.89,99.23,97.17,96.99,95,95.8,100.75,96.07,95.81,91.14
1147126000,4,102.7,103.77,104.48,100.99,97.78,99,99.76,99.87,101.14,99.35,98.54,96.09,97.16,93.49
1147129000,4,99.96,99.45,99.73,108.9,107.14,106.75,108.35,109.02,102.51,104.85,104.67,100.98,100.96,102.39
1147133000,4,102.58,102.75,100.68,96.4,94.21,97.11,96.91,93.23,95.02,91.74,90.75,92.97,93.65,94.18
1147164000,4,108.54,113.87,116.71,112.97,112.21,113.11,113.31,111.91,107.88,110.78,109.74,106.55,105.43,105.66
2122001000,4,109.49,107.03,99.62,103.07,102.62,102.51,106.53,105.08,103.89,105.68,104.56,108.43,105.3,103.85
2122006000,4,103.88,98.58,99.17,101.6,101.3,101.4,102.18,102.08,101.19,104.89,102.66,106.26,106.07,105.1
2122008000,4,111.7,95.38,97.58,100.79,95.19,98.52,100.17,96.31,101.66,99.12,97.67,103.85,97.38,101.16
2122009000,4,106.98,101.7,98.34,102.64,103.63,102.76,105.15,107.02,107.1,104.17,104.24,108.55,105.86,105.8
2122014000,4,115.01,102.78,95.68,99.52,99.07,93.81,94.27,96.23,99.15,99.39,95.35,101.36,98.65,103.75
2122019000,4,97.76,96.17,97.41,100.94,100.08,101.37,103.79,105.28,105.05,106.76,102,107.46,105.73,106.1
2122161000,4,109.39,113.69,115.04,114.67,115.66,115.6,115.79,117.15,116.92,116.31,116.52,118.65,119.5,119.04
2122205000,4,108.85,101.27,98.98,98.79,94.45,95.79,99.42,96.56,101.8,103,99.82,101.78,97.08,100.38
2122207000,4,104.79,101.23,100.67,97.79,96.99,99.12,102.58,99.97,99.66,104.62,100.61,102.9,102.77,100.75
2122210000,4,110.64,97.84,95.17,96.5,94.89,96.24,98.37,97.81,98.43,101.93,99.89,102.73,98.49,99.64
2122262000,4,107.45,104.6,98.99,100.47,104.09,102.27,106.64,111.07,110.62,109.48,106.16,108.41,108.03,108.64
2122303000,4,97.69,100.63,97.58,101.33,102.55,102.34,102.92,105.1,103.85,100.95,100.84,101.4,103.66,101.96
2122312000,4,106.39,110.32,100.23,101.29,101.94,99.12,103.67,104.19,106.74,100.59,105.4,106.33,104.39,101.22
2122313000,4,100.54,96.47,100.86,103.92,103.93,102.8,104.41,102.89,106.11,104.13,103.84,106.61,103.39,103.71
2122318000,4,101.33,106.28,102.99,105.87,106.01,107.3,109.6,110.11,112.82,111.59,108.86,109.24,107.81,107.65
2122402000,4,112.9,102.99,99.85,99.12,99.34,100.98,101.87,101.87,100.66,101.92,98.71,101.71,98.31,100.83
2122404000,4,117.46,117.7,113.95,106.54,100.68,98.12,97.92,92.37,95.05,99.04,96.76,100.26,96.7,94.39
2122416000,4,112.01,106.7,97.08,97.46,94.54,97.31,98.21,96.97,99.12,101.32,100.26,102.16,100.02,99.14
2122463000,4,122.37,120.41,107.51,104.82,104.56,104.11,104.56,106.18,103.63,105.83,105.86,109.31,108.01,104.41
2126911000,4,95.07,93.71,92.7,96.32,96.75,94.5,96.83,99.23,97.98,99.77,96.63,98.04,96.88,99.18
2126915000,4,105.44,100.06,95.53,97.32,94.71,98.23,98.37,102.3,102.71,102.18,99.72,102.86,104.06,101.56
2126917000,4,95.02,93.6,93.9,93.33,93.38,94.55,95.7,95.36,97.91,91.09,94.43,96.25,96.96,97.21
2244402000,4,95.45,98.37,101.58,101.71,105.49,101.88,101.58,101.58,99.14,100.44,99.62,99.73,101.56,101.21
2244403000,4,95.47,97.09,100.6,100.94,103.94,102.6,102.49,104.29,103.22,103.33,102.49,103.72,104.61,101.26
2244417000,4,104.82,102.11,91.77,94.63,96.42,98.63,98.56,100.57,98.69,99.75,97.69,100.09,100.16,97.53
2244461000,4,100.61,105.75,108.42,106.72,114.1,110.32,110.31,109.58,109.29,110.63,109.57,105.67,105.61,105.49
2244507000,4,95.28,104.31,96.82,99.12,101.29,98.64,101.43,99.63,97.06,99.8,102.69,97.68,101.99,100.71
2244513000,4,95.26,94.74,95.41,96.66,100.2,98.23,99.45,99.66,100.34,100.61,101.17,97.31,97.91,99.23
2244562000,4,90.24,90.96,90.88,89.06,92.08,91.12,90.27,90.9,90.35,90.79,92.85,92.02,89.48,90.4
2244571000,4,87.06,93.85,100.74,95.76,96.06,98.31,100.51,98.25,100.78,93.62,97.45,96.37,89.69,93.7
2244604000,4,111.35,108.76,100.72,95.55,96.92,96.85,98.24,98.44,95.51,98.61,96.96,95.72,99.7,97.56
2244606000,4,105.27,108.04,102.18,101.01,98.28,96.07,100.07,100.16,98.54,100.03,97.61,100.08,100.9,97.69
2244609000,4,106.26,106.92,96.24,99.16,97.96,96.74,99.79,97.31,94.91,97.95,98.65,98.2,101.13,97.73
2244664000,4,102.51,109.43,105.95,103.37,105.74,104.18,104.79,106.27,104.03,106.76,102.77,101.67,102.28,102.34
2244705000,4,93.12,93.29,92.84,95.98,96.86,96.18,96.03,96.99,99.69,97.39,99.04,96.92,98.45,96.68
2244766000,4,96,99.2,98.88,103.27,107.02,104.74,102.23,100.76,103.55,102.6,104.48,103.66,103.18,100.99
2244778000,4,88.86,92.83,94.12,94.21,98.45,98.47,97.08,94.03,95.74,93.46,95.13,94.02,93.64,92.6
2244863000,4,93.32,88.91,92.3,100.37,97.74,96.41,97.14,96.18,100.82,98.91,100.66,99.08,98.63,102.31
2244869000,4,95.15,102,104.04,103.69,105.21,103.66,103.79,102.8,102.96,100.88,102.46,100.08,102.88,99.43
2244870000,4,91.34,90.38,92.55,93.94,96.19,94.32,98.68,95.46,95.45,95.49,96.75,96.39,94.89,96.79
2244872000,4,88.98,85.79,91.14,91.63,91.62,91.6,90.96,91.01,91.89,92.09,92.59,92.67,93.29,92.72
2244874000,4,89.58,84.43,90.32,89.31,92.78,90.45,84.15,84.48,89.11,89.12,87.58,87.2,84.43,90.19
2244876000,4,90.24,86.76,87.71,90.44,87.83,88.17,86.6,87.95,87.66,86.16,90.3,90.59,88.48,91.55
2244911000,4,97.28,94.81,93.85,93.49,95.84,95.86,96.22,95.79,97.21,97.91,98.51,98.14,93.74,96.46
2244912000,4,86.79,91.85,88.57,95.75,92.94,95.27,98.03,96.36,91.5,95.82,93.87,92.85,95.05,92.11
2244915000,4,93.7,98.35,95.56,100.3,101.9,100.11,102.24,104.84,102.55,103.12,102.63,101.08,101.23,99.68
2244967000,4,88.89,85.81,89.53,93.3,97.03,109.99,95.64,96.13,97.88,95.77,94.6,94.92,93.38,95
2244973000,4,90.17,90.41,93.34,97.29,99.69,100.91,97.32,99.32,96.71,97.4,98.9,98.75,98.59,98.51
2244979000,4,93.48,89.35,96.39,92.99,95.2,96.01,99.12,100.87,99.72,101.64,99.53,98.5,97.19,100.53
2245001000,4,98.54,99.52,98.79,97.15,99.69,94.05,97.31,97.56,96.85,95.26,95.18,96.81,94.51,95.01
2245016000,4,107.84,114.93,104.01,96.61,98.09,95.83,96.81,94.28,98.51,95.79,95.2,97.05,98.64,96.86
2245065000,4,99.11,99.75,97.38,96.4,96.95,96.07,96.72,94.01,93.97,97.03,94.38,93.99,94.87,97.17
2245068000,4,90.87,93.93,96.32,99.43,102.93,100.1,100.56,101.09,96.73,98,96.24,97.33,94.23,92.81
2245075000,4,95.19,97.95,96.75,94.78,96.17,97.84,98.35,94.2,95.73,96.12,94.49,94.31,92.97,93.72
2245108000,4,96.07,100.86,100.79,103.37,103.41,103.07,104.14,105.62,106.27,104.05,103.65,103.46,103.81,103.53
2245110000,4,93.38,97.64,102.28,105.52,105.76,104.27,104.41,104.34,101.89,103.86,101.57,104.29,102.91,103.75
2245114000,4,97.39,102.19,102.04,104.03,107.23,104.73,104.86,105.54,101.97,103.55,100.46,102.04,102.98,103.54
2245177000,4,96.72,99.39,99.1,101.22,102.4,100.67,101.85,103.25,101.62,102.57,101.2,101.79,101.85,102.85
3060901000,4,97.6,98.42,93.82,99.86,97.25,98.31,96.78,96.65,96.95,97.22,95.5,97.98,95.69,96.42
3060913000,4,93.79,91.8,86.86,94.41,88.99,91.72,88.55,88.66,92.22,90.8,92.13,91.19,92.73,96.18
3060915000,4,90.05,91.97,95.03,97.11,99.7,99.55,99.56,98.62,97.8,101.36,96.94,98.36,99.35,99.8
3060919000,4,101.83,97.21,92.29,92.38,90.89,98.08,86.87,93.6,98.07,92.06,92.5,96.31,93.98,92.32
3060961000,4,109.04,112.85,107.24,111.86,105.07,107.23,108.62,109.64,103.98,106.39,105.36,106.95,110.42,104.44
3061002000,4,106.61,104.59,97.85,98.73,99.09,98.89,101.29,100.06,100.75,103.89,102.1,103.53,102.85,99.46
3061003000,4,96.56,96,91.48,88.7,86.5,84.55,89.03,88.37,90.08,91.58,88.02,91.48,89.5,91.31
3061004000,4,102.71,109.45,101.73,92.15,92.23,88.27,92,91.4,93.09,92.31,92.18,93.71,92.7,91.99
3061006000,4,107.6,99.56,98.53,99.07,96.67,99.25,101.72,98.93,95.68,97.42,100.48,101.66,97.9,101.38
3061018000,4,100.27,102.67,97.3,94.19,92.91,95.01,97.94,95.22,93.61,92.93,91.77,93.56,94.8,93.68
3061020000,4,100.25,102.61,96.28,93.31,92.48,92.14,97.43,94.14,95.18,98.3,94.69,96.76,95.16,95.46
3061062000,4,103.65,107.76,95.23,98.25,97.04,97.35,96.63,97.53,97.04,97.66,101.8,100.26,100.28,102.67
3061064000,4,102.42,107.5,102.15,106.32,105.08,103.32,105.19,106.79,106.19,102.86,104.63,109.36,108.59,105.91
3061108000,4,100.78,98.66,96.91,99.39,98.78,99.7,99.08,95.79,98.88,101.81,99.12,99.42,97.21,97.7
3061109000,4,93.95,94.1,93.01,94.75,94.47,96.75,95.73,94.06,99.09,98.04,93.06,96.26,96.84,96.76
3061110000,4,107.55,92.87,87.88,91.28,93.15,92.13,96.01,91.28,96.95,94.89,92.14,96.66,97.51,94.23
3061117000,4,93.13,97.52,101.22,105.21,101.19,102.51,103.15,105.94,100.08,102.14,100.03,102.29,103.53,107.57
3061163000,4,105.08,109.56,111.1,113.25,112.65,111.98,113.75,110.6,114.45,113.64,113.21,112.43,114.57,115.14
3061205000,4,107.3,105.11,94.99,96.45,87.59,94,97.5,91.61,96.72,96.18,97.49,95.56,94.35,95.41
3061207000,4,95.38,91.84,94.1,93.64,90.5,91.54,95.19,97.33,96.84,96.04,96.55,96.9,98.5,96.36
3061211000,4,116.07,113.74,111.91,107.36,101.55,100.11,98.35,97.11,99.57,102.45,102.57,104.24,104.44,104.9
3061212000,4,96.47,100.53,89.47,91.4,90.62,94.07,94.52,96.54,91.97,94.1,93.16,93.41,92.23,90.54
3061214000,4,101.5,99.13,101.26,104.4,104.16,102.44,103.55,99.59,101.23,102.69,103.36,103.02,101.04,100.79
3061216000,4,110.38,101.93,101.12,97.81,95.53,96.59,99.59,95.07,97.79,101.45,97.44,98.41,99.16,99.74
3183301000,4,90.63,99.13,98.74,98.55,92.81,96.4,98.18,95.65,96.56,95.46,96.78,102.22,104.2,104.6
3183302000,4,100.81,105.14,99.96,99.29,97.41,98.49,101.36,100.29,105.43,107.79,107.03,106.87,104.12,106.53
3183305000,4,108.16,102.17,97.28,102.12,93.98,95.63,100.25,99.58,99.94,104.48,100.37,105.93,100.83,100.25
3183307000,4,102.26,96.51,99.45,100.81,98.51,98.9,99.09,101.84,101.03,103.49,100.39,103.33,102.29,103.47
3183317000,4,108.17,104.91,99.52,96.34,96.26,96.83,98.4,99.11,101.27,100.73,103.36,102.27,103.24,104.24
3183321000,4,95.81,97.14,91.1,91.9,89.72,102.33,94.74,94.01,94.24,92.13,89.38,98.71,91.08,92.52
3183361000,4,108,113.15,109.66,107.88,108.13,111.56,112.17,114.31,117.21,118.7,113.83,114.32,114.93,117.44
3183404000,4,101.06,90.82,90.84,91.43,87.77,92.23,91.94,92.66,93.5,94.58,97.11,98.73,95.56,94.27
3183409000,4,113.21,106.45,102.76,97.88,93.14,99.28,99.87,104.72,99.4,102.47,102.27,101.28,100.44,96.67
3183413000,4,112.29,103.31,92.92,87.95,85.89,87.47,92.05,91.25,91.04,96.29,90.59,93.84,90.4,93.03
3183414000,4,102.46,100.59,94.67,96.16,93.99,94.04,97.78,101.79,98.67,101.11,101.14,101.03,97.52,100.59
3183462000,4,111.98,116.34,106.2,101.8,102.62,99.05,100.93,100.35,102.36,101.44,100.6,104.07,102.88,101.08
3183506000,4,103.26,95.08,92.81,99.88,93.68,98.15,101.22,101.05,105.22,105.97,102.94,106.23,102.75,103.3
3183510000,4,101.58,106.85,101.8,102.1,101.18,100.66,101.66,103.92,105.12,104.77,105.26,104.35,102.91,104.05
3183515000,4,104.48,101.54,96.98,101.76,98.54,101.09,100.41,104.04,101.27,102,101.81,102.58,100.25,101.91
3183516000,4,103.96,101.21,94.33,98.73,96.8,97.5,99.09,98.64,98.19,100.23,100.49,101.66,100.62,100.13
3183519000,4,101.36,98.37,100.89,101.55,97.21,96.92,100.67,102.81,103.98,103.24,101.59,104.39,101.76,102.67
3183563000,4,109.94,112.25,110.57,107.9,114.11,110.91,110.94,111.83,111.49,114.27,114.5,116.01,115.13,117.66
3183603000,4,109.52,107.82,103.94,101.46,96.66,97.64,101.03,100.48,102.44,102.83,104.66,107.98,105.59,103.77
3183608000,4,96.88,96.35,93.74,97.96,94.66,95.25,101.6,96.7,96.88,102.57,98.49,98.62,96.34,99.53
3183611000,4,100.46,98.48,98.92,101.93,99.6,99.94,102.44,104.08,101.78,105.21,103.81,105.52,103.19,103.85
3183612000,4,106.32,100.88,97.59,100.08,95.78,96.5,99.57,97.51,98.43,99.81,103.2,100.72,104.11,100.81
3183618000,4,109.29,108.57,101.02,103.72,99.57,99.68,104.48,101.16,103.02,105.54,104.52,107.05,103.12,105.6
3183620000,4,102.74,89.01,91.23,91.87,91.95,96.84,95.97,97.77,104.22,99.7,102.41,101.21,99.76,100.37
3183664000,4,105.48,105.13,104.14,102.17,106.84,106.9,108.73,109.62,109.22,104.4,110.82,108.35,104.99,110.28
3203702000,4,100.74,99.97,99.78,99.13,99.43,99.9,99.62,100.67,102.37,97.74,99.1,99.66,100.84,101.28
3203711000,4,105.04,104.2,103.1,100.74,99.52,97.31,97.51,99.27,95.77,97.22,100.4,96.9,93.06,96.85
3203761000,4,108.29,110.71,110.5,110.32,110.76,109.13,110.41,110.94,111.47,111.08,112.26,112.2,112.37,111.55
3203803000,4,104.21,103.19,109.01,104.12,100.95,97.82,100.56,98.22,94.86,97.64,94.6,97.29,95.51,97.59
3203805000,4,101.95,104.81,100.32,102.85,97.88,101.47,101.43,98.85,97.78,95.54,97.5,95.12,99.7,101.5
3203806000,4,98.07,99.12,92.26,94.95,93.74,98.98,99.23,93.98,98.4,102.09,98.6,95.21,100.11,96.02
3203807000,4,106.4,101.07,97.75,98.74,94.73,91.76,95.38,94.89,92.06,91.01,94.76,91.43,89.83,97.19
3203810000,4,102.46,102.76,99.03,104.27,100.47,107.25,100.66,99.03,102.01,103.59,103.23,100.44,99.13,98.17
3203813000,4,104.07,96.67,94.01,96.59,95.65,98.31,95.45,99.16,98.14,99.98,99.46,98.98,98.82,102.89
3203814000,4,102.06,95.75,100.58,96.53,97.4,95.2,95.76,94.62,99.05,94.63,101.17,96.43,91.31,94.78
3203862000,4,104.09,108.19,106.79,103.4,106.05,103.45,105.72,106.76,106.38,111.25,106.98,107.08,107.35,108.69
3203901000,4,95.02,96.66,101.11,100.79,99.4,100.71,103.93,104.26,105.17,109.53,105.05,102.52,102.77,104.96
3203904000,4,95.91,97.03,92.29,98.42,98.42,100.23,98.91,96.57,99.83,99.06,97.5,101.18,98.37,102.56
3203908000,4,90.66,86.65,90.15,95.07,95.67,94.62,97.78,95.31,98.77,96.15,95.76,90.75,93.07,91.29
3203909000,4,94.89,91.66,90.85,90.69,90.2,91.51,96.58,94.96,97.09,99.35,97.68,91.11,92.15,95.39
3203912000,4,94.48,105.11,99.53,103.85,97.56,98.29,98.48,97.81,100.19,102.97,102.66,103.9,100.08,107.26
3203963000,4,97.8,103.02,100.78,98.88,103.86,100.51,100.01,97.53,100.44,99.83,103.34,99.57,100.06,99.91
3265204000,4,112.71,107.47,103.85,99.6,92.79,95.65,94.87,93.17,91.86,96.39,95.73,98.28,99.53,98.17
3265205000,4,119.07,119.12,118.74,120.93,104.25,106.85,102.45,101.03,98.39,99.27,96.32,100.16,101.52,95.21
3265207000,4,115.72,115.09,106.87,98.2,96.76,95.5,95.29,94.56,95.41,97.44,94.15,95.56,94.25,94.21
3265210000,4,101.39,103,100.08,94.63,93.08,97.72,97.65,94.86,100.53,98.83,98.2,92.75,96.72,93.15
3265211000,4,110.36,106.2,107.36,101.4,94.07,97.53,95.82,93.32,92.64,96.21,97.04,96.9,100.55,97.55
3265261000,4,116.27,113.67,113.57,109.42,108.39,109.12,107.18,109.19,107.04,109.74,109.5,108.47,112.12,108.67
3265301000,4,108.52,103.85,100.24,99.12,92.78,93.12,98.19,94.97,93.42,100.38,99.23,96.68,97.57,96.94
3265302000,4,106.66,104.27,100.38,101.72,96.7,96.68,100.88,96.27,93.36,98.52,97.95,100.66,98.74,95.44
3265303000,4,103.63,96.36,91.75,91.62,90.32,92.6,93.95,89.68,95.87,95.88,91.11,93.55,95.37,100.48
3265306000,4,93.66,97.13,94.18,94.46,92.29,92.02,94.58,95.65,91.7,98.76,94.07,97.53,96.42,95.01
3265308000,4,113.36,97.61,91.65,92.56,91.25,93.62,93.26,89.71,89.45,93.28,90.98,93.57,98.25,88.99
3265309000,4,100.13,97.45,109.85,97.93,94.43,100.32,99.49,95.6,95.22,95.66,92.51,93.77,98.22,93.94
3265312000,4,99.83,98.04,97.9,95.17,94.17,92.31,96.07,93.63,93.58,95.06,93.05,95.76,98.27,93.49
3265313000,4,110.31,122.37,122.17,102.57,100.48,105.65,98.59,95.07,94.12,103.64,98.59,100.89,101.7,96.88
4081301000,4,86.59,82.19,94.92,92.34,95.81,97.57,91.56,95.79,96.43,98.01,98.39,93.47,96.68,94.71
4081303000,4,83.94,84.9,91,97.5,98.42,98.66,95.17,97.94,96.64,98.71,95.9,95.4,93.33,93.96
4081305000,4,86.66,83.21,90.47,90.99,88.2,92.98,90.53,92.79,97.64,97.89,95.08,92.56,96.75,91.79
4081306000,4,85.46,86.56,91.47,89.93,89.5,93.22,91.23,93.28,95.73,92.8,92.05,90.06,91.58,89.09
4081307000,4,85.96,86.12,91.89,97.87,97.75,99.99,96.89,94.16,92,95.14,97.48,99.69,96.14,95.64
4081361000,4,93.47,94.53,99.15,98.4,99.68,101.29,101.43,101.79,102.35,100.96,103.93,101.5,103.48,102.37
4081402000,4,93.63,99.94,97.34,88.87,90.28,86.77,91.95,94.25,97.15,94.77,90.84,93.37,93.32,92.63
4081404000,4,93.37,89.66,96.42,89.45,96.14,91.26,92.68,95.05,92.36,92.17,95.15,95.52,94.85,92.68
4081408000,4,80.97,82.11,88.09,88.16,92.86,92.83,91.94,92.16,91.99,91.8,89.92,93.33,90.49,88.32
4081409000,4,88.56,89.03,88.82,89.56,91.94,93.42,93.39,92.76,94.76,93.35,95.35,98.23,93.85,94.97
4081410000,4,94.17,87.58,90.71,89.9,89.58,92.49,92.84,92.77,95.01,95.19,94.24,92.42,92.85,88.92
4081411000,4,89.27,92.58,92.58,94.06,92.93,94.54,92.39,95.52,94.21,100.43,97.72,93.57,95.22,96.28
4081412000,4,87.99,94.25,93.95,94.64,93.59,92.41,88.63,93.79,92.82,94.23,92.86,90.01,91.99,90.66
4081462000,4,92.65,99.61,106.09,103.65,106.45,107.23,107.88,108.1,107.14,106.9,109.59,106.71,106.1,104.86
4305706000,4,97.23,97.54,99.33,95.73,97.57,94.44,100.31,99.36,101.13,99.65,96.74,99.01,95.56,96.79
